Land_ID,Farmer_ID,Land_Name,Area_Acres,Soil_Type,Irrigation_Type
594,297,Farm-594,7.34,Loamy,Sprinkler
595,298,Farm-595,11.05,Red,Canal
596,298,Farm-596,10.86,Loamy,Drip
597,299,Farm-597,9.45,Clay,Borewell
598,299,Farm-598,6.97,Black,Rain-fed
599,300,Farm-599,11.87,Black,Drip
600,300,Farm-600,9.67,Sandy,Drip
601,301,Farm-601,6.42,Black,Sprinkler
602,301,Farm-602,8.28,Loamy,Rain-fed
603,302,Farm-603,7.2,Red,Sprinkler
604,302,Farm-604,8.86,Loamy,Drip
605,303,Farm-605,2.74,Red,Sprinkler
606,303,Farm-606,8.24,Clay,Sprinkler
607,304,Farm-607,6.26,Clay,Sprinkler
608,304,Farm-608,10.63,Black,Canal
609,305,Farm-609,1.94,Red,Drip
610,305,Farm-610,10.56,Black,Canal
611,306,Farm-611,11.99,Sandy,Rain-fed
612,306,Farm-612,6.31,Loamy,Borewell
613,307,Farm-613,7.42,Clay,Rain-fed
614,307,Farm-614,2.42,Black,Sprinkler
615,308,Farm-615,10.37,Sandy,Borewell
616,308,Farm-616,10.18,Red,Rain-fed
617,309,Farm-617,2.41,Sandy,Canal
618,309,Farm-618,8.43,Red,Canal
619,310,Farm-619,3.82,Sandy,Canal
620,310,Farm-620,8.19,Loamy,Rain-fed
621,311,Farm-621,10.41,Black,Rain-fed
622,311,Farm-622,9.85,Loamy,Borewell
623,312,Farm-623,11.83,Black,Sprinkler
624,312,Farm-624,10.18,Sandy,Drip
625,313,Farm-625,3.8,Red,Sprinkler
626,313,Farm-626,4.98,Clay,Borewell
627,314,Farm-627,8.54,Red,Rain-fed
628,314,Farm-628,7,Red,Canal
629,315,Farm-629,1.58,Clay,Drip
630,315,Farm-630,6.88,Red,Sprinkler
631,316,Farm-631,10.25,Clay,Sprinkler
632,316,Farm-632,1.25,Sandy,Sprinkler
633,317,Farm-633,4.04,Sandy,Drip
634,317,Farm-634,2.15,Black,Sprinkler
635,318,Farm-635,1.82,Sandy,Canal
636,318,Farm-636,11.53,Loamy,Sprinkler
637,319,Farm-637,11.5,Clay,Borewell
638,319,Farm-638,10.42,Clay,Drip
639,320,Farm-639,5.28,Red,Sprinkler
640,320,Farm-640,7.69,Sandy,Sprinkler
641,321,Farm-641,10.85,Black,Drip
642,321,Farm-642,1.1,Sandy,Borewell
643,322,Farm-643,1.82,Clay,Drip
644,322,Farm-644,10.88,Black,Borewell
645,323,Farm-645,6.2,Clay,Drip
646,323,Farm-646,7.34,Loamy,Canal
647,324,Farm-647,4.5,Sandy,Borewell
648,324,Farm-648,2.73,Black,Drip
649,325,Farm-649,11.42,Loamy,Borewell
650,325,Farm-650,6.14,Sandy,Drip
651,326,Farm-651,10.54,Clay,Sprinkler
652,326,Farm-652,6.3,Loamy,Sprinkler
653,327,Farm-653,6.3,Sandy,Canal
654,327,Farm-654,1.58,Red,Sprinkler
655,328,Farm-655,9.01,Sandy,Drip
656,328,Farm-656,4.95,Red,Sprinkler
657,329,Farm-657,10.4,Sandy,Drip
658,329,Farm-658,7.94,Red,Borewell
659,330,Farm-659,6.06,Sandy,Sprinkler
660,330,Farm-660,8.19,Red,Drip
661,331,Farm-661,3.26,Sandy,Borewell
662,331,Farm-662,1.94,Red,Rain-fed
663,332,Farm-663,1.47,Red,Drip
664,332,Farm-664,10.43,Clay,Borewell
665,333,Farm-665,2.61,Black,Borewell
666,333,Farm-666,5.64,Red,Rain-fed
667,334,Farm-667,8.84,Black,Rain-fed
668,334,Farm-668,9.82,Black,Canal
669,335,Farm-669,11.48,Loamy,Drip
670,335,Farm-670,9.59,Black,Drip
671,336,Farm-671,8.94,Clay,Sprinkler
672,336,Farm-672,8.44,Black,Drip
673,337,Farm-673,11.2,Black,Rain-fed
674,337,Farm-674,3.36,Sandy,Borewell
675,338,Farm-675,2.32,Red,Rain-fed
676,338,Farm-676,7.99,Black,Sprinkler
677,339,Farm-677,3.46,Sandy,Borewell
678,339,Farm-678,4.89,Sandy,Rain-fed
679,340,Farm-679,5.64,Black,Canal
680,340,Farm-680,6.3,Black,Drip
681,341,Farm-681,7.74,Black,Drip
682,341,Farm-682,10.99,Loamy,Drip
683,342,Farm-683,10.18,Red,Drip
684,342,Farm-684,8.71,Sandy,Sprinkler
685,343,Farm-685,1.92,Clay,Rain-fed
686,343,Farm-686,5.72,Sandy,Borewell
687,344,Farm-687,5.85,Clay,Sprinkler
688,344,Farm-688,6.23,Black,Canal
689,345,Farm-689,8.03,Clay,Rain-fed
690,345,Farm-690,9.51,Black,Sprinkler
691,346,Farm-691,5.09,Sandy,Sprinkler
692,346,Farm-692,1.23,Loamy,Canal
693,347,Farm-693,8.56,Sandy,Drip
694,347,Farm-694,11.52,Red,Drip
695,348,Farm-695,10.22,Clay,Drip
696,348,Farm-696,3.11,Black,Sprinkler
697,349,Farm-697,7.77,Sandy,Sprinkler
698,349,Farm-698,5.8,Red,Borewell
699,350,Farm-699,2.6,Sandy,Rain-fed
700,350,Farm-700,4.02,Clay,Sprinkler
701,351,Farm-701,10.57,Sandy,Borewell
702,351,Farm-702,10.64,Black,Borewell
703,352,Farm-703,8.17,Clay,Canal
704,352,Farm-704,3.3,Loamy,Borewell
705,353,Farm-705,9.47,Clay,Canal
706,353,Farm-706,2.72,Sandy,Drip
707,354,Farm-707,5.14,Sandy,Sprinkler
708,354,Farm-708,3.13,Clay,Drip
709,355,Farm-709,3.39,Loamy,Canal
710,355,Farm-710,6.62,Sandy,Rain-fed
711,356,Farm-711,4.94,Sandy,Rain-fed
712,356,Farm-712,4.52,Red,Borewell
713,357,Farm-713,1.41,Sandy,Borewell
714,357,Farm-714,1.48,Sandy,Sprinkler
715,358,Farm-715,1.49,Loamy,Rain-fed
716,358,Farm-716,11.23,Clay,Borewell
717,359,Farm-717,8.34,Sandy,Canal
718,359,Farm-718,2.48,Loamy,Borewell
719,360,Farm-719,6.56,Red,Canal
720,360,Farm-720,10.16,Loamy,Borewell
721,361,Farm-721,2.24,Sandy,Rain-fed
722,361,Farm-722,6.74,Clay,Rain-fed
723,362,Farm-723,11.54,Red,Canal
724,362,Farm-724,3.35,Red,Canal
725,363,Farm-725,3.38,Red,Canal
726,363,Farm-726,7.45,Red,Drip
727,364,Farm-727,1.47,Red,Drip
728,364,Farm-728,5.29,Red,Borewell
729,365,Farm-729,1.91,Red,Borewell
730,365,Farm-730,4.25,Clay,Rain-fed
731,366,Farm-731,5.06,Sandy,Borewell
732,366,Farm-732,9.4,Sandy,Drip
733,367,Farm-733,3.88,Clay,Canal
734,367,Farm-734,11.45,Black,Borewell
735,368,Farm-735,10.04,Red,Borewell
736,368,Farm-736,9.82,Red,Rain-fed
737,369,Farm-737,4.21,Red,Borewell
738,369,Farm-738,7.83,Loamy,Canal
739,370,Farm-739,11.75,Loamy,Rain-fed
740,370,Farm-740,7.66,Sandy,Drip
741,371,Farm-741,1.97,Sandy,Drip
742,371,Farm-742,2.02,Black,Rain-fed
743,372,Farm-743,9.69,Clay,Borewell
744,372,Farm-744,4.96,Sandy,Canal
745,373,Farm-745,6.94,Red,Drip
746,373,Farm-746,5.53,Clay,Rain-fed
747,374,Farm-747,11.21,Clay,Borewell
748,374,Farm-748,6.33,Black,Canal
749,375,Farm-749,7.71,Sandy,Borewell
750,375,Farm-750,9.3,Sandy,Drip
751,376,Farm-751,4.99,Red,Drip
752,376,Farm-752,6.28,Red,Drip
753,377,Farm-753,3.28,Sandy,Borewell
754,377,Farm-754,11.77,Loamy,Rain-fed
755,378,Farm-755,5.56,Red,Rain-fed
756,378,Farm-756,1.15,Red,Drip
757,379,Farm-757,10.65,Red,Rain-fed
758,379,Farm-758,4.98,Red,Canal
759,380,Farm-759,3.35,Black,Sprinkler
760,380,Farm-760,9.66,Black,Drip
761,381,Farm-761,3.27,Clay,Canal
762,381,Farm-762,3.26,Loamy,Canal
763,382,Farm-763,6.69,Clay,Sprinkler
764,382,Farm-764,11.1,Black,Drip
765,383,Farm-765,8.31,Loamy,Rain-fed
766,383,Farm-766,7.15,Sandy,Canal
767,384,Farm-767,2.24,Sandy,Canal
768,384,Farm-768,8.13,Clay,Borewell
769,385,Farm-769,5.9,Sandy,Borewell
770,385,Farm-770,2.99,Sandy,Borewell
771,386,Farm-771,3.01,Loamy,Canal
772,386,Farm-772,8.74,Loamy,Canal
773,387,Farm-773,6.83,Clay,Sprinkler
774,387,Farm-774,11.77,Sandy,Borewell
775,388,Farm-775,10.86,Clay,Borewell
776,388,Farm-776,4.05,Sandy,Rain-fed
777,389,Farm-777,3.9,Clay,Borewell
778,389,Farm-778,8.79,Loamy,Drip
779,390,Farm-779,6.25,Loamy,Canal
780,390,Farm-780,4.44,Black,Borewell
781,391,Farm-781,1.41,Loamy,Drip
782,391,Farm-782,1.81,Clay,Drip
783,392,Farm-783,3.13,Black,Canal
784,392,Farm-784,8.67,Loamy,Sprinkler
785,393,Farm-785,4.45,Sandy,Rain-fed
786,393,Farm-786,2.43,Red,Canal
787,394,Farm-787,6.42,Sandy,Canal
788,394,Farm-788,2.88,Clay,Drip
789,395,Farm-789,7.21,Sandy,Drip
790,395,Farm-790,2.87,Black,Canal
791,396,Farm-791,3.42,Loamy,Sprinkler
792,396,Farm-792,7.76,Black,Canal
793,397,Farm-793,9.44,Sandy,Sprinkler
794,397,Farm-794,1.96,Black,Borewell
795,398,Farm-795,4.87,Loamy,Rain-fed
796,398,Farm-796,7.52,Sandy,Sprinkler
797,399,Farm-797,2.54,Black,Canal
798,399,Farm-798,2.64,Sandy,Sprinkler
799,400,Farm-799,8.86,Black,Canal
800,400,Farm-800,6.25,Red,Borewell
801,401,Farm-801,9.24,Clay,Borewell
802,401,Farm-802,2.71,Sandy,Sprinkler
803,402,Farm-803,6.37,Loamy,Drip
804,402,Farm-804,6.13,Sandy,Sprinkler
805,403,Farm-805,9.22,Clay,Sprinkler
806,403,Farm-806,3.93,Clay,Canal
807,404,Farm-807,8.73,Red,Rain-fed
808,404,Farm-808,8.38,Black,Borewell
809,405,Farm-809,11.01,Sandy,Rain-fed
810,405,Farm-810,1.8,Red,Drip
811,406,Farm-811,4.35,Clay,Rain-fed
812,406,Farm-812,10.7,Clay,Sprinkler
813,407,Farm-813,3.73,Sandy,Drip
814,407,Farm-814,6.12,Black,Borewell
815,408,Farm-815,2.84,Sandy,Rain-fed
816,408,Farm-816,7.8,Sandy,Borewell
817,409,Farm-817,6.92,Black,Rain-fed
818,409,Farm-818,10.29,Black,Sprinkler
819,410,Farm-819,8.57,Sandy,Borewell
820,410,Farm-820,2.99,Sandy,Canal
821,411,Farm-821,11.09,Black,Rain-fed
822,411,Farm-822,3.26,Red,Canal
823,412,Farm-823,1.85,Black,Rain-fed
824,412,Farm-824,10.07,Clay,Sprinkler
825,413,Farm-825,9.79,Red,Drip
826,413,Farm-826,3.83,Red,Sprinkler
827,414,Farm-827,6.83,Sandy,Sprinkler
828,414,Farm-828,8.49,Clay,Canal
829,415,Farm-829,1.05,Black,Rain-fed
830,415,Farm-830,2.16,Loamy,Borewell
831,416,Farm-831,11.53,Loamy,Sprinkler
832,416,Farm-832,10.18,Clay,Canal
833,417,Farm-833,9.66,Sandy,Drip
834,417,Farm-834,8.6,Black,Drip
835,418,Farm-835,2.4,Black,Rain-fed
836,418,Farm-836,7.19,Loamy,Canal
837,419,Farm-837,3.65,Red,Canal
838,419,Farm-838,1.16,Clay,Canal
839,420,Farm-839,5.95,Loamy,Sprinkler
840,420,Farm-840,10.78,Loamy,Sprinkler
841,421,Farm-841,9.24,Black,Borewell
842,421,Farm-842,7.33,Clay,Borewell
843,422,Farm-843,6.9,Sandy,Borewell
844,422,Farm-844,3.86,Black,Rain-fed
845,423,Farm-845,10.39,Clay,Drip
846,423,Farm-846,8.56,Sandy,Borewell
847,424,Farm-847,11.57,Clay,Sprinkler
848,424,Farm-848,7.58,Black,Canal
849,425,Farm-849,2.17,Black,Borewell
850,425,Farm-850,7.69,Red,Sprinkler
851,426,Farm-851,6.01,Sandy,Borewell
852,426,Farm-852,8.53,Red,Sprinkler
853,427,Farm-853,4.11,Loamy,Canal
854,427,Farm-854,6.93,Clay,Drip
855,428,Farm-855,2.38,Black,Canal
856,428,Farm-856,10.95,Sandy,Sprinkler
857,429,Farm-857,11.92,Black,Rain-fed
858,429,Farm-858,1.73,Loamy,Drip
859,430,Farm-859,6.53,Clay,Borewell
860,430,Farm-860,3.79,Red,Borewell
861,431,Farm-861,8.5,Loamy,Canal
862,431,Farm-862,6.59,Clay,Drip
863,432,Farm-863,2.34,Clay,Borewell
864,432,Farm-864,1.47,Red,Drip
865,433,Farm-865,8.16,Black,Canal
866,433,Farm-866,10.02,Clay,Rain-fed
867,434,Farm-867,1.51,Black,Drip
868,434,Farm-868,2.39,Clay,Borewell
869,435,Farm-869,2.04,Loamy,Sprinkler
870,435,Farm-870,8.4,Loamy,Rain-fed
871,436,Farm-871,6.24,Loamy,Rain-fed
872,436,Farm-872,10.58,Sandy,Drip
873,437,Farm-873,1.67,Sandy,Borewell
874,437,Farm-874,3.29,Sandy,Rain-fed
875,438,Farm-875,9.17,Sandy,Borewell
876,438,Farm-876,3.91,Loamy,Borewell
877,439,Farm-877,9.86,Red,Canal
878,439,Farm-878,5.31,Loamy,Drip
879,440,Farm-879,6.81,Sandy,Borewell
880,440,Farm-880,1.68,Sandy,Rain-fed
881,441,Farm-881,10.69,Sandy,Canal
882,441,Farm-882,9.63,Red,Canal
883,442,Farm-883,9.19,Red,Sprinkler
884,442,Farm-884,4.15,Loamy,Rain-fed
885,443,Farm-885,11.56,Red,Drip
886,443,Farm-886,9.07,Black,Borewell
887,444,Farm-887,8.7,Black,Drip
888,444,Farm-888,9.47,Black,Rain-fed
889,445,Farm-889,6.75,Clay,Sprinkler
890,445,Farm-890,8.64,Red,Borewell
891,446,Farm-891,5.57,Black,Sprinkler
892,446,Farm-892,6.1,Red,Rain-fed
893,447,Farm-893,11.08,Black,Drip
894,447,Farm-894,10.89,Loamy,Canal
895,448,Farm-895,1.62,Black,Sprinkler
896,448,Farm-896,11.06,Red,Rain-fed
897,449,Farm-897,2.45,Red,Drip
898,449,Farm-898,3.72,Clay,Sprinkler
899,450,Farm-899,4.04,Loamy,Sprinkler
900,450,Farm-900,10.9,Loamy,Rain-fed
901,451,Farm-901,2.61,Clay,Borewell
902,451,Farm-902,3.53,Clay,Sprinkler
903,452,Farm-903,10.52,Loamy,Borewell
904,452,Farm-904,7.51,Clay,Drip
905,453,Farm-905,9.22,Loamy,Drip
906,453,Farm-906,3.75,Clay,Canal
907,454,Farm-907,10.34,Clay,Drip
908,454,Farm-908,3.07,Loamy,Canal
909,455,Farm-909,11.12,Clay,Sprinkler
910,455,Farm-910,2.68,Clay,Drip
911,456,Farm-911,8.32,Clay,Rain-fed
912,456,Farm-912,7.84,Black,Canal
913,457,Farm-913,10.3,Clay,Borewell
914,457,Farm-914,4.16,Black,Canal
915,458,Farm-915,1.42,Sandy,Drip
916,458,Farm-916,6.58,Loamy,Rain-fed
917,459,Farm-917,4.07,Loamy,Canal
918,459,Farm-918,2.7,Clay,Borewell
919,460,Farm-919,6.13,Black,Drip
920,460,Farm-920,9.41,Clay,Drip
921,461,Farm-921,3.79,Red,Sprinkler
922,461,Farm-922,8.64,Clay,Drip
923,462,Farm-923,10.22,Sandy,Sprinkler
924,462,Farm-924,10.68,Loamy,Rain-fed
925,463,Farm-925,11.18,Sandy,Rain-fed
926,463,Farm-926,9.46,Red,Canal
927,464,Farm-927,3.07,Red,Rain-fed
928,464,Farm-928,3.28,Red,Canal
929,465,Farm-929,3.43,Black,Drip
930,465,Farm-930,10.74,Red,Drip
931,466,Farm-931,10.3,Loamy,Canal
932,466,Farm-932,6.67,Clay,Rain-fed
933,467,Farm-933,5.98,Sandy,Rain-fed
934,467,Farm-934,8.18,Black,Canal
935,468,Farm-935,1.33,Loamy,Rain-fed
936,468,Farm-936,10.3,Black,Drip
937,469,Farm-937,9.31,Sandy,Borewell
938,469,Farm-938,9.28,Loamy,Drip
939,470,Farm-939,7.39,Sandy,Drip
940,470,Farm-940,3.09,Clay,Sprinkler
941,471,Farm-941,8.76,Sandy,Sprinkler
942,471,Farm-942,11.26,Black,Rain-fed
943,472,Farm-943,11.01,Clay,Sprinkler
944,472,Farm-944,9.52,Clay,Sprinkler
945,473,Farm-945,6.88,Clay,Sprinkler
946,473,Farm-946,5.61,Clay,Canal
947,474,Farm-947,10.88,Sandy,Canal
948,474,Farm-948,7.99,Sandy,Sprinkler
949,475,Farm-949,6.8,Loamy,Drip
950,475,Farm-950,3.42,Red,Drip
951,476,Farm-951,8.78,Sandy,Drip
952,476,Farm-952,11.48,Red,Canal
953,477,Farm-953,1.87,Clay,Canal
954,477,Farm-954,2.27,Loamy,Canal
955,478,Farm-955,11.91,Sandy,Borewell
956,478,Farm-956,4.56,Loamy,Canal
957,479,Farm-957,6.72,Loamy,Drip
958,479,Farm-958,5.45,Clay,Borewell
959,480,Farm-959,6.26,Black,Canal
960,480,Farm-960,7.63,Clay,Canal
961,481,Farm-961,7.48,Sandy,Canal
962,481,Farm-962,9.55,Clay,Drip
963,482,Farm-963,6.94,Black,Sprinkler
964,482,Farm-964,8.78,Sandy,Rain-fed
965,483,Farm-965,3.82,Red,Sprinkler
966,483,Farm-966,6.79,Red,Canal
967,484,Farm-967,7.21,Clay,Rain-fed
968,484,Farm-968,2.44,Clay,Rain-fed
969,485,Farm-969,10,Sandy,Sprinkler
970,485,Farm-970,9.94,Clay,Rain-fed
971,486,Farm-971,1.64,Loamy,Drip
972,486,Farm-972,7.79,Clay,Borewell
973,487,Farm-973,3.12,Loamy,Sprinkler
974,487,Farm-974,4.87,Clay,Canal
975,488,Farm-975,10.66,Clay,Canal
976,488,Farm-976,11.45,Sandy,Canal
977,489,Farm-977,11.35,Red,Canal
978,489,Farm-978,1.38,Black,Sprinkler
979,490,Farm-979,2.64,Clay,Canal
980,490,Farm-980,6.75,Sandy,Borewell
981,491,Farm-981,8.56,Loamy,Borewell
982,491,Farm-982,4.84,Loamy,Sprinkler
983,492,Farm-983,3.05,Black,Rain-fed
984,492,Farm-984,11.42,Red,Borewell
985,493,Farm-985,2.37,Clay,Borewell
986,493,Farm-986,4.08,Loamy,Rain-fed
987,494,Farm-987,4.98,Red,Borewell
988,494,Farm-988,8.81,Red,Rain-fed
989,495,Farm-989,3.68,Sandy,Sprinkler
990,495,Farm-990,3.26,Clay,Rain-fed
991,496,Farm-991,8,Black,Sprinkler
992,496,Farm-992,5.62,Sandy,Drip
993,497,Farm-993,11.81,Sandy,Sprinkler
994,497,Farm-994,5.61,Sandy,Drip
995,498,Farm-995,6.79,Sandy,Sprinkler
996,498,Farm-996,3.17,Red,Sprinkler
997,499,Farm-997,9.38,Red,Borewell
998,499,Farm-998,4.74,Clay,Borewell
999,500,Farm-999,3.33,Sandy,Rain-fed
1000,500,Farm-1000,8.32,Clay,Drip
1001,501,Farm-1001,11.2,Red,Drip
1002,501,Farm-1002,10.39,Black,Canal
1003,502,Farm-1003,10.02,Black,Drip
1004,502,Farm-1004,7.5,Loamy,Sprinkler
1005,503,Farm-1005,11.18,Clay,Borewell
1006,503,Farm-1006,8.87,Sandy,Canal
1007,504,Farm-1007,6.36,Red,Sprinkler
1008,504,Farm-1008,1.12,Black,Rain-fed
1009,505,Farm-1009,6.76,Black,Drip
1010,505,Farm-1010,11.93,Black,Drip
1011,506,Farm-1011,9.92,Black,Rain-fed
1012,506,Farm-1012,4.98,Clay,Rain-fed
1013,507,Farm-1013,3.47,Clay,Rain-fed
1014,507,Farm-1014,2.28,Sandy,Rain-fed
1015,508,Farm-1015,7.12,Clay,Canal
1016,508,Farm-1016,8.66,Black,Borewell
1017,509,Farm-1017,7.7,Sandy,Canal
1018,509,Farm-1018,5.8,Black,Rain-fed
1019,510,Farm-1019,5.04,Loamy,Drip
1020,510,Farm-1020,9.7,Black,Sprinkler
1021,511,Farm-1021,7.59,Black,Canal
1022,511,Farm-1022,11.83,Clay,Sprinkler
1023,512,Farm-1023,8.47,Black,Canal
1024,512,Farm-1024,3.15,Sandy,Drip
1025,513,Farm-1025,9.87,Clay,Rain-fed
1026,513,Farm-1026,5.63,Loamy,Canal
1027,514,Farm-1027,5.88,Red,Borewell
1028,514,Farm-1028,7.42,Clay,Sprinkler
1029,515,Farm-1029,2.47,Red,Canal
1030,515,Farm-1030,11.57,Red,Drip
1031,516,Farm-1031,8.65,Loamy,Sprinkler
1032,516,Farm-1032,7.91,Sandy,Borewell
1033,517,Farm-1033,10.36,Loamy,Borewell
1034,517,Farm-1034,1.55,Clay,Canal
1035,518,Farm-1035,10.72,Clay,Drip
1036,518,Farm-1036,7.8,Loamy,Rain-fed
1037,519,Farm-1037,1.27,Clay,Sprinkler
1038,519,Farm-1038,11.55,Sandy,Borewell
1039,520,Farm-1039,6.43,Black,Sprinkler
1040,520,Farm-1040,2.14,Black,Canal
1041,521,Farm-1041,6.91,Clay,Borewell
1042,521,Farm-1042,7.68,Clay,Borewell
1043,522,Farm-1043,4.93,Loamy,Canal
1044,522,Farm-1044,7.23,Black,Rain-fed
1045,523,Farm-1045,6.16,Clay,Borewell
1046,523,Farm-1046,2.24,Red,Sprinkler
1047,524,Farm-1047,4.75,Black,Borewell
1048,524,Farm-1048,8.4,Sandy,Rain-fed
1049,525,Farm-1049,3.8,Red,Drip
1050,525,Farm-1050,4.93,Clay,Rain-fed
1051,526,Farm-1051,4.28,Loamy,Drip
1052,526,Farm-1052,1.09,Black,Drip
1053,527,Farm-1053,4.63,Clay,Sprinkler
1054,527,Farm-1054,8.14,Loamy,Rain-fed
1055,528,Farm-1055,11.03,Red,Sprinkler
1056,528,Farm-1056,8.16,Sandy,Drip
1057,529,Farm-1057,6.8,Black,Canal
1058,529,Farm-1058,1.66,Sandy,Canal
1059,530,Farm-1059,5.36,Red,Canal
1060,530,Farm-1060,2.55,Clay,Drip
1061,531,Farm-1061,7.1,Sandy,Drip
1062,531,Farm-1062,3.5,Sandy,Rain-fed
1063,532,Farm-1063,1.04,Clay,Rain-fed
1064,532,Farm-1064,11.59,Clay,Rain-fed
1065,533,Farm-1065,8.21,Sandy,Sprinkler
1066,533,Farm-1066,6.92,Loamy,Rain-fed
1067,534,Farm-1067,2.28,Clay,Sprinkler
1068,534,Farm-1068,3.95,Red,Rain-fed
1069,535,Farm-1069,1.61,Loamy,Canal
1070,535,Farm-1070,4.53,Sandy,Canal
1071,536,Farm-1071,8.9,Black,Borewell
1072,536,Farm-1072,7.67,Black,Rain-fed
1073,537,Farm-1073,4.3,Clay,Sprinkler
1074,537,Farm-1074,2.8,Red,Rain-fed
1075,538,Farm-1075,10.22,Black,Sprinkler
1076,538,Farm-1076,5.34,Sandy,Rain-fed
1077,539,Farm-1077,2.7,Loamy,Borewell
1078,539,Farm-1078,2.04,Loamy,Rain-fed
1079,540,Farm-1079,11.34,Black,Rain-fed
1080,540,Farm-1080,8,Clay,Sprinkler
1081,541,Farm-1081,11.78,Sandy,Rain-fed
1082,541,Farm-1082,4.49,Clay,Drip
1083,542,Farm-1083,8.57,Loamy,Drip
1084,542,Farm-1084,3.51,Loamy,Sprinkler
1085,543,Farm-1085,11.1,Black,Sprinkler
1086,543,Farm-1086,6.7,Black,Borewell
1087,544,Farm-1087,8.37,Red,Rain-fed
1088,544,Farm-1088,6.91,Black,Rain-fed
1089,545,Farm-1089,4.87,Clay,Drip
1090,545,Farm-1090,6.4,Sandy,Canal
1091,546,Farm-1091,6.46,Loamy,Rain-fed
1092,546,Farm-1092,7.46,Red,Sprinkler
1093,547,Farm-1093,2.22,Red,Drip
1094,547,Farm-1094,7.9,Clay,Sprinkler
1095,548,Farm-1095,3.98,Sandy,Sprinkler
1096,548,Farm-1096,6.22,Clay,Borewell
1097,549,Farm-1097,1.5,Sandy,Drip
1098,549,Farm-1098,11.81,Loamy,Sprinkler
1099,550,Farm-1099,3.47,Loamy,Borewell
1100,550,Farm-1100,5.89,Black,Borewell
1101,551,Farm-1101,8.42,Clay,Canal
1102,551,Farm-1102,1.21,Red,Sprinkler
1103,552,Farm-1103,6.32,Loamy,Rain-fed
1104,552,Farm-1104,3.55,Red,Canal
1105,553,Farm-1105,5.63,Loamy,Rain-fed
1106,553,Farm-1106,7.72,Clay,Sprinkler
1107,554,Farm-1107,2.54,Loamy,Drip
1108,554,Farm-1108,10.92,Clay,Canal
1109,555,Farm-1109,9.14,Black,Canal
1110,555,Farm-1110,2.18,Black,Sprinkler
1111,556,Farm-1111,4.49,Black,Canal
1112,556,Farm-1112,11.98,Sandy,Sprinkler
1113,557,Farm-1113,5.03,Black,Drip
1114,557,Farm-1114,9.93,Red,Sprinkler
1115,558,Farm-1115,9.7,Loamy,Rain-fed
1116,558,Farm-1116,7.51,Red,Sprinkler
1117,559,Farm-1117,9.88,Loamy,Rain-fed
1118,559,Farm-1118,3.43,Clay,Rain-fed
1119,560,Farm-1119,3.89,Black,Sprinkler
1120,560,Farm-1120,8.75,Loamy,Borewell
1121,561,Farm-1121,11.55,Loamy,Canal
1122,561,Farm-1122,4.77,Black,Sprinkler
1123,562,Farm-1123,9.55,Loamy,Canal
1124,562,Farm-1124,4.38,Black,Canal
1125,563,Farm-1125,8.77,Clay,Sprinkler
1126,563,Farm-1126,6.37,Clay,Drip
1127,564,Farm-1127,10.14,Red,Borewell
1128,564,Farm-1128,2.76,Red,Rain-fed
1129,565,Farm-1129,4.45,Sandy,Rain-fed
1130,565,Farm-1130,8.47,Red,Sprinkler
1131,566,Farm-1131,7.43,Loamy,Rain-fed
1132,566,Farm-1132,8.49,Red,Canal
1133,567,Farm-1133,10.89,Clay,Rain-fed
1134,567,Farm-1134,11.46,Red,Borewell
1135,568,Farm-1135,7.28,Sandy,Sprinkler
1136,568,Farm-1136,11.21,Clay,Borewell
1137,569,Farm-1137,3.36,Black,Rain-fed
1138,569,Farm-1138,8.91,Red,Rain-fed
1139,570,Farm-1139,7.81,Loamy,Borewell
1140,570,Farm-1140,10.65,Loamy,Borewell
1141,571,Farm-1141,6.49,Sandy,Sprinkler
1142,571,Farm-1142,9.66,Red,Rain-fed
1143,572,Farm-1143,11.79,Loamy,Drip
1144,572,Farm-1144,3.62,Clay,Rain-fed
1145,573,Farm-1145,7.77,Sandy,Sprinkler
1146,573,Farm-1146,4.31,Loamy,Sprinkler
1147,574,Farm-1147,10.21,Red,Borewell
1148,574,Farm-1148,8.08,Clay,Sprinkler
1149,575,Farm-1149,3.53,Black,Canal
1150,575,Farm-1150,6.77,Loamy,Rain-fed
1151,576,Farm-1151,6.36,Red,Rain-fed
1152,576,Farm-1152,5.92,Loamy,Sprinkler
1153,577,Farm-1153,9.87,Black,Sprinkler
1154,577,Farm-1154,11.14,Loamy,Rain-fed
1155,578,Farm-1155,3.25,Clay,Drip
1156,578,Farm-1156,11.88,Sandy,Borewell
1157,579,Farm-1157,8.06,Black,Drip
1158,579,Farm-1158,10.61,Red,Rain-fed
1159,580,Farm-1159,9.66,Black,Canal
1160,580,Farm-1160,10.37,Sandy,Rain-fed
1161,581,Farm-1161,9.05,Loamy,Canal
1162,581,Farm-1162,9.33,Sandy,Sprinkler
1163,582,Farm-1163,3.03,Sandy,Canal
1164,582,Farm-1164,4.58,Black,Borewell
1165,583,Farm-1165,9.14,Black,Drip
1166,583,Farm-1166,9.24,Red,Drip
1167,584,Farm-1167,1.35,Clay,Borewell
1168,584,Farm-1168,8.67,Red,Borewell
1169,585,Farm-1169,8.42,Red,Canal
1170,585,Farm-1170,6.8,Red,Borewell
1171,586,Farm-1171,7.31,Black,Drip
1172,586,Farm-1172,10.85,Sandy,Drip
1173,587,Farm-1173,1.11,Sandy,Drip
