Sales_ID,Production_ID,Market_ID,Sales_Date,Quantity_Sold_KG
2273,1137,66,2026-02-01,670.87
2274,1137,47,2026-01-06,670.87
2275,1138,42,2026-06-23,769.78
2276,1138,49,2026-03-12,769.77
2277,1139,46,2026-02-22,1828.49
2278,1139,49,2026-05-17,1828.5
2279,1140,53,2026-06-13,1258.36
2280,1140,13,2026-05-04,1258.35
2281,1141,45,2026-03-16,1766.03
2282,1141,28,2026-07-08,1766.03
2283,1142,2,2026-03-20,635.93
2284,1142,26,2026-06-26,635.92
2285,1143,69,2026-04-02,761.57
2286,1143,31,2026-03-19,761.57
2287,1144,19,2026-07-16,1112.48
2288,1144,60,2026-01-16,1112.48
2289,1145,46,2026-03-19,701.94
2290,1145,40,2026-06-04,701.93
2291,1146,29,2026-02-27,1713.05
2292,1146,52,2026-01-28,1713.05
2293,1147,59,2026-05-10,1963.31
2294,1147,63,2026-07-04,1963.32
2295,1148,60,2026-02-21,587.1
2296,1148,29,2026-01-10,587.11
2297,1149,38,2026-06-10,1658.94
2298,1149,53,2026-07-07,1658.95
2299,1150,41,2026-03-06,1878.31
2300,1150,59,2026-05-20,1878.3
2301,1151,31,2026-07-04,1825.42
2302,1151,27,2026-01-06,1825.42
2303,1152,65,2026-03-15,1360.88
2304,1152,33,2026-01-01,1360.88
2305,1153,18,2026-05-07,1275.8
2306,1153,8,2026-02-22,1275.8
2307,1154,47,2026-07-13,871.88
2308,1154,6,2026-01-12,871.88
2309,1155,38,2026-05-07,663.86
2310,1155,64,2026-04-21,663.85
2311,1156,6,2026-07-24,595.12
2312,1156,13,2026-06-16,595.12
2313,1157,2,2026-04-12,1778.42
2314,1157,25,2026-01-08,1778.41
2315,1158,34,2026-01-07,1624.39
2316,1158,34,2026-06-05,1624.38
2317,1159,61,2026-06-21,596.16
2318,1159,22,2026-01-18,596.16
2319,1160,42,2026-03-20,702.93
2320,1160,63,2026-05-09,702.92
2321,1161,22,2026-04-23,1926.33
2322,1161,6,2026-01-03,1926.34
2323,1162,37,2026-04-24,1020.69
2324,1162,67,2026-05-10,1020.69
2325,1163,40,2026-02-25,502.34
2326,1163,17,2026-06-24,502.34
2327,1164,51,2026-03-25,815.8
2328,1164,68,2026-06-07,815.79
2329,1165,6,2026-02-15,1530.86
2330,1165,16,2026-02-03,1530.87
2331,1166,47,2026-06-16,1068.97
2332,1166,48,2026-02-17,1068.97
2333,1167,68,2026-03-25,864.64
2334,1167,29,2026-03-23,864.64
2335,1168,26,2026-05-28,706.94
2336,1168,13,2026-06-13,706.94
2337,1169,13,2026-06-26,1942.24
2338,1169,17,2026-07-26,1942.24
2339,1170,6,2026-02-08,1711.44
2340,1170,3,2026-02-04,1711.44
2341,1171,60,2026-02-06,1997.12
2342,1171,62,2026-01-12,1997.12
2343,1172,67,2026-01-28,1118.77
2344,1172,31,2026-02-09,1118.78
2345,1173,8,2026-05-11,1442.86
2346,1173,50,2026-05-19,1442.85
2347,1174,14,2026-02-07,968.79
2348,1174,64,2026-02-27,968.79
2349,1175,32,2026-05-24,1185.1
2350,1175,30,2026-04-14,1185.09
2351,1176,51,2026-02-09,1923.5
2352,1176,30,2026-02-19,1923.5
2353,1177,60,2026-07-28,1670.82
2354,1177,47,2026-01-28,1670.83
2355,1178,30,2026-07-06,983.11
2356,1178,48,2026-01-04,983.11
2357,1179,34,2026-07-03,821.64
2358,1179,52,2026-06-11,821.63
2359,1180,31,2026-05-08,1151.97
2360,1180,63,2026-03-16,1151.96
2361,1181,61,2026-06-16,1563.15
2362,1181,53,2026-05-28,1563.16
2363,1182,57,2026-06-25,1474.86
2364,1182,52,2026-05-20,1474.86
2365,1183,11,2026-01-23,1613.02
2366,1183,21,2026-01-21,1613.03
2367,1184,69,2026-03-25,1597.82
2368,1184,8,2026-04-17,1597.82
2369,1185,57,2026-02-27,925.98
2370,1185,54,2026-01-14,925.98
2371,1186,7,2026-01-24,407.67
2372,1186,39,2026-03-18,407.67
2373,1187,64,2026-04-21,1896.35
2374,1187,16,2026-06-09,1896.36
2375,1188,28,2026-06-08,422.79
2376,1188,36,2026-07-23,422.79
2377,1189,13,2026-06-21,1944.61
2378,1189,62,2026-07-24,1944.6
2379,1190,17,2026-07-10,819.5
2380,1190,36,2026-03-26,819.51
2381,1191,4,2026-06-26,1852.6
2382,1191,65,2026-01-17,1852.59
2383,1192,26,2026-03-07,1731.66
2384,1192,42,2026-04-12,1731.66
2385,1193,34,2026-03-20,718.42
2386,1193,38,2026-01-10,718.42
2387,1194,33,2026-03-10,1683.48
2388,1194,29,2026-05-14,1683.48
2389,1195,47,2026-07-09,1472.8
2390,1195,52,2026-07-15,1472.8
2391,1196,32,2026-05-02,736.6
2392,1196,50,2026-01-20,736.59
2393,1197,29,2026-05-02,1656.58
2394,1197,32,2026-01-28,1656.59
2395,1198,28,2026-07-06,1646.61
2396,1198,4,2026-07-02,1646.62
2397,1199,22,2026-05-17,557.64
2398,1199,46,2026-02-27,557.64
2399,1200,13,2026-04-07,756.8
2400,1200,13,2026-03-19,756.79
2401,1201,1,2026-02-21,1961.2
2402,1201,53,2026-05-03,1961.2
2403,1202,20,2026-01-08,1041.82
2404,1202,15,2026-02-19,1041.82
2405,1203,56,2026-06-23,1180.16
2406,1203,40,2026-05-04,1180.15
2407,1204,36,2026-07-04,1229.87
2408,1204,26,2026-03-26,1229.88
2409,1205,61,2026-02-07,1563.94
2410,1205,39,2026-04-12,1563.93
2411,1206,57,2026-04-03,1627.8
2412,1206,50,2026-03-26,1627.8
2413,1207,66,2026-07-02,529.48
2414,1207,7,2026-07-06,529.47
2415,1208,33,2026-07-10,1332.28
2416,1208,29,2026-04-05,1332.27
2417,1209,25,2026-06-12,591.95
2418,1209,56,2026-05-03,591.95
2419,1210,21,2026-06-15,848.65
2420,1210,21,2026-05-10,848.66
2421,1211,52,2026-03-13,1559.99
2422,1211,49,2026-07-21,1559.98
2423,1212,58,2026-02-06,633.17
2424,1212,66,2026-04-03,633.16
2425,1213,6,2026-01-15,1201.27
2426,1213,36,2026-07-17,1201.27
2427,1214,34,2026-03-22,933.6
2428,1214,24,2026-01-26,933.6
2429,1215,59,2026-03-14,1311.3
2430,1215,65,2026-02-01,1311.29
2431,1216,5,2026-03-11,437.84
2432,1216,31,2026-07-12,437.84
2433,1217,56,2026-07-17,723.92
2434,1217,3,2026-06-08,723.93
2435,1218,2,2026-02-19,798.49
2436,1218,46,2026-02-17,798.5
2437,1219,59,2026-05-21,983.19
2438,1219,52,2026-06-26,983.19
2439,1220,9,2026-03-10,1274.4
2440,1220,29,2026-07-06,1274.4
2441,1221,4,2026-03-20,741.09
2442,1221,22,2026-06-17,741.09
2443,1222,69,2026-06-14,1385.96
2444,1222,51,2026-01-06,1385.95
2445,1223,22,2026-02-06,1555.95
2446,1223,12,2026-06-28,1555.95
2447,1224,20,2026-06-12,943.74
2448,1224,68,2026-06-13,943.74
2449,1225,4,2026-01-07,927.94
2450,1225,60,2026-06-19,927.95
2451,1226,40,2026-04-19,813.3
2452,1226,11,2026-04-26,813.3
2453,1227,36,2026-03-19,1750.73
2454,1227,38,2026-04-21,1750.72
2455,1228,33,2026-02-09,600.34
2456,1228,11,2026-01-17,600.33
2457,1229,6,2026-02-20,1682.48
2458,1229,62,2026-03-28,1682.48
2459,1230,30,2026-07-22,1823.23
2460,1230,69,2026-07-13,1823.22
2461,1231,17,2026-05-12,946.46
2462,1231,11,2026-03-15,946.46
2463,1232,67,2026-05-17,998.87
2464,1232,30,2026-02-28,998.88
2465,1233,23,2026-07-28,1119.53
2466,1233,27,2026-06-26,1119.53
2467,1234,11,2026-05-24,897.43
2468,1234,44,2026-07-19,897.43
2469,1235,30,2026-06-07,957.37
2470,1235,42,2026-07-06,957.37
2471,1236,15,2026-04-17,715.83
2472,1236,45,2026-06-12,715.83
2473,1237,6,2026-01-01,1536.14
2474,1237,66,2026-07-21,1536.14
2475,1238,6,2026-03-22,1751
2476,1238,21,2026-01-08,1751
2477,1239,25,2026-05-14,795.83
2478,1239,65,2026-07-14,795.83
2479,1240,64,2026-01-12,739.32
2480,1240,44,2026-01-19,739.32
2481,1241,9,2026-04-10,609.82
2482,1241,28,2026-01-16,609.81
2483,1242,36,2026-01-15,951.64
2484,1242,32,2026-02-24,951.64
2485,1243,66,2026-01-06,1285.26
2486,1243,51,2026-05-06,1285.25
2487,1244,16,2026-03-08,909.52
2488,1244,62,2026-05-08,909.51
2489,1245,51,2026-02-27,829.92
2490,1245,67,2026-04-24,829.92
2491,1246,66,2026-03-01,1438.92
2492,1246,29,2026-06-15,1438.91
2493,1247,49,2026-06-16,1121.32
2494,1247,68,2026-04-03,1121.33
2495,1248,7,2026-04-11,960.12
2496,1248,37,2026-06-12,960.11
2497,1249,41,2026-06-05,1707.2
2498,1249,49,2026-07-07,1707.19
2499,1250,45,2026-06-18,680.46
2500,1250,53,2026-05-03,680.46
2501,1251,44,2026-04-28,1090.86
2502,1251,24,2026-02-21,1090.87
2503,1252,29,2026-02-13,919.31
2504,1252,47,2026-06-16,919.31
2505,1253,25,2026-03-14,779.89
2506,1253,18,2026-01-16,779.89
2507,1254,2,2026-02-02,1123.61
2508,1254,6,2026-02-19,1123.61
2509,1255,62,2026-01-09,1370.37
2510,1255,28,2026-05-19,1370.38
2511,1256,18,2026-04-22,1671.39
2512,1256,49,2026-05-20,1671.4
2513,1257,69,2026-04-22,1945.74
2514,1257,21,2026-07-19,1945.75
2515,1258,13,2026-07-08,1750.34
2516,1258,28,2026-04-03,1750.35
2517,1259,39,2026-05-26,706.02
2518,1259,65,2026-03-03,706.01
2519,1260,34,2026-01-05,520.12
2520,1260,46,2026-04-05,520.13
2521,1261,57,2026-03-17,879.84
2522,1261,13,2026-01-10,879.85
2523,1262,47,2026-03-07,1087.6
2524,1262,6,2026-01-23,1087.59
2525,1263,24,2026-02-20,1077.3
2526,1263,45,2026-04-27,1077.31
2527,1264,20,2026-02-06,470.19
2528,1264,10,2026-06-12,470.2
2529,1265,8,2026-02-01,1604.23
2530,1265,7,2026-04-08,1604.23
2531,1266,47,2026-01-10,963.27
2532,1266,44,2026-05-14,963.28
2533,1267,24,2026-03-24,487.52
2534,1267,69,2026-06-27,487.52
2535,1268,32,2026-01-28,1455.49
2536,1268,49,2026-01-09,1455.48
2537,1269,67,2026-06-08,1503.66
2538,1269,42,2026-01-04,1503.65
2539,1270,5,2026-07-27,787.75
2540,1270,64,2026-06-22,787.75
2541,1271,23,2026-03-17,460.45
2542,1271,50,2026-05-01,460.46
2543,1272,19,2026-03-08,758.08
2544,1272,3,2026-05-17,758.09
2545,1273,13,2026-06-12,578.92
2546,1273,53,2026-03-27,578.91
2547,1274,44,2026-04-03,690.46
2548,1274,15,2026-05-26,690.46
2549,1275,7,2026-07-01,1436.3
2550,1275,9,2026-01-14,1436.3
2551,1276,60,2026-07-05,1892.48
2552,1276,4,2026-05-05,1892.48
2553,1277,61,2026-01-25,1483.28
2554,1277,16,2026-06-05,1483.28
2555,1278,60,2026-02-03,1373.8
2556,1278,56,2026-04-03,1373.8
2557,1279,12,2026-06-18,844.45
2558,1279,21,2026-05-02,844.46
2559,1280,49,2026-04-22,966.3
2560,1280,16,2026-04-16,966.31
2561,1281,10,2026-01-12,1631.03
2562,1281,32,2026-06-08,1631.03
2563,1282,18,2026-04-10,1407.84
2564,1282,66,2026-02-09,1407.84
2565,1283,37,2026-02-09,1530.47
2566,1283,44,2026-06-17,1530.48
2567,1284,54,2026-07-26,1685.82
2568,1284,62,2026-01-08,1685.83
2569,1285,40,2026-07-23,1598.18
2570,1285,41,2026-05-26,1598.17
2571,1286,17,2026-04-28,1150.36
2572,1286,48,2026-06-08,1150.35
2573,1287,61,2026-05-26,1171.7
2574,1287,19,2026-04-27,1171.7
2575,1288,24,2026-05-13,1256.03
2576,1288,57,2026-01-16,1256.03
2577,1289,21,2026-06-17,556.51
2578,1289,15,2026-04-25,556.52
2579,1290,1,2026-02-16,1573.5
2580,1290,20,2026-07-14,1573.5
2581,1291,63,2026-05-04,453.36
2582,1291,64,2026-04-10,453.37
2583,1292,56,2026-02-24,1726.6
2584,1292,63,2026-02-06,1726.6
2585,1293,18,2026-03-28,1427.43
2586,1293,35,2026-02-01,1427.44
2587,1294,31,2026-03-08,1591.42
2588,1294,38,2026-04-06,1591.42
2589,1295,69,2026-04-05,835.83
2590,1295,37,2026-01-19,835.83
2591,1296,4,2026-03-06,1357.96
2592,1296,41,2026-07-04,1357.95
2593,1297,54,2026-06-16,1547.15
2594,1297,69,2026-03-02,1547.15
2595,1298,31,2026-05-24,572.52
2596,1298,38,2026-04-03,572.53
2597,1299,32,2026-03-14,1226.12
2598,1299,26,2026-04-17,1226.11
2599,1300,32,2026-02-12,504.21
2600,1300,19,2026-04-26,504.22
2601,1301,8,2026-03-21,952.04
2602,1301,6,2026-03-19,952.04
2603,1302,54,2026-06-11,1174.84
2604,1302,43,2026-04-23,1174.84
2605,1303,43,2026-04-06,867.16
2606,1303,41,2026-06-04,867.15
2607,1304,8,2026-06-13,1000.56
2608,1304,8,2026-06-22,1000.56
2609,1305,38,2026-03-07,1903.87
2610,1305,24,2026-04-19,1903.88
2611,1306,46,2026-06-25,1941.49
2612,1306,21,2026-01-25,1941.49
2613,1307,66,2026-02-09,1905.14
2614,1307,42,2026-06-22,1905.14
2615,1308,9,2026-06-08,1718.64
2616,1308,2,2026-04-11,1718.64
2617,1309,35,2026-02-15,1638.96
2618,1309,31,2026-03-09,1638.96
2619,1310,66,2026-02-23,1818.66
2620,1310,25,2026-05-07,1818.66
2621,1311,34,2026-02-28,1737.21
2622,1311,38,2026-07-19,1737.2
2623,1312,48,2026-01-22,630.97
2624,1312,10,2026-01-27,630.97
2625,1313,57,2026-04-26,1369.67
2626,1313,66,2026-01-04,1369.67
2627,1314,57,2026-03-26,534.42
2628,1314,29,2026-03-23,534.43
2629,1315,32,2026-05-09,418.85
2630,1315,29,2026-07-06,418.85
2631,1316,7,2026-03-25,941.64
2632,1316,37,2026-04-14,941.63
2633,1317,29,2026-03-16,629.75
2634,1317,49,2026-01-25,629.74
2635,1318,29,2026-02-27,1996.24
2636,1318,9,2026-02-02,1996.24
2637,1319,58,2026-07-08,641.84
2638,1319,67,2026-06-16,641.84
2639,1320,21,2026-04-25,1835.61
2640,1320,34,2026-03-02,1835.62
2641,1321,23,2026-01-09,854.4
2642,1321,11,2026-02-22,854.39
2643,1322,35,2026-06-20,1421.5
2644,1322,33,2026-07-25,1421.5
2645,1323,4,2026-07-20,1341.44
2646,1323,4,2026-01-25,1341.45
2647,1324,41,2026-06-06,1897.54
2648,1324,2,2026-07-04,1897.54
2649,1325,31,2026-07-08,406.51
2650,1325,10,2026-07-13,406.51
2651,1326,27,2026-06-19,856.11
2652,1326,25,2026-05-02,856.11
2653,1327,11,2026-04-22,1993.65
2654,1327,50,2026-02-16,1993.66
2655,1328,37,2026-02-03,1387.82
2656,1328,14,2026-05-07,1387.82
2657,1329,60,2026-05-24,1945.05
2658,1329,25,2026-07-21,1945.05
2659,1330,12,2026-05-04,1243.78
2660,1330,56,2026-02-25,1243.77
2661,1331,65,2026-01-27,1139.17
2662,1331,61,2026-06-10,1139.17
2663,1332,55,2026-04-01,1069.78
2664,1332,62,2026-01-16,1069.77
2665,1333,5,2026-05-07,887.86
2666,1333,60,2026-07-25,887.85
2667,1334,37,2026-04-21,1476.76
2668,1334,4,2026-06-14,1476.76
2669,1335,9,2026-03-08,1086.41
2670,1335,37,2026-06-05,1086.42
2671,1336,17,2026-03-17,1229.18
2672,1336,7,2026-02-05,1229.18
2673,1337,6,2026-05-18,524.16
2674,1337,34,2026-06-20,524.16
2675,1338,64,2026-05-02,1817.72
2676,1338,41,2026-02-13,1817.71
2677,1339,30,2026-02-11,1399.71
2678,1339,68,2026-02-05,1399.71
2679,1340,46,2026-06-19,1227.09
2680,1340,27,2026-06-06,1227.08
2681,1341,25,2026-03-11,1344.82
2682,1341,19,2026-02-25,1344.83
2683,1342,27,2026-02-01,1444.98
2684,1342,68,2026-03-20,1444.99
2685,1343,48,2026-05-15,675.46
2686,1343,21,2026-05-11,675.46
2687,1344,65,2026-03-03,1614.21
2688,1344,42,2026-04-16,1614.2
2689,1345,20,2026-05-14,864.67
2690,1345,61,2026-03-15,864.67
2691,1346,32,2026-06-12,1342.36
2692,1346,60,2026-03-11,1342.35
2693,1347,36,2026-01-21,1367.09
2694,1347,17,2026-04-07,1367.08
2695,1348,39,2026-03-17,1202.24
2696,1348,64,2026-04-17,1202.23
2697,1349,30,2026-01-19,1298.31
2698,1349,50,2026-03-03,1298.32
2699,1350,47,2026-03-24,1857.39
2700,1350,8,2026-07-14,1857.39
2701,1351,13,2026-06-26,1037.4
2702,1351,56,2026-03-17,1037.4
2703,1352,18,2026-03-06,1589.31
2704,1352,6,2026-07-20,1589.31
2705,1353,61,2026-05-13,668.49
2706,1353,15,2026-06-26,668.5
2707,1354,19,2026-01-26,1072.44
2708,1354,19,2026-03-24,1072.44
2709,1355,42,2026-04-13,1628.46
2710,1355,10,2026-04-01,1628.47
2711,1356,17,2026-05-24,967.48
2712,1356,65,2026-06-20,967.48
2713,1357,67,2026-04-27,1939.12
2714,1357,15,2026-02-27,1939.13
2715,1358,61,2026-05-22,767.18
2716,1358,46,2026-02-06,767.18
2717,1359,3,2026-03-05,1467.87
2718,1359,12,2026-06-25,1467.88
2719,1360,60,2026-03-05,1681.82
2720,1360,15,2026-03-27,1681.83
2721,1361,32,2026-02-27,847.28
2722,1361,10,2026-04-20,847.27
2723,1362,47,2026-02-28,1862.23
2724,1362,51,2026-01-09,1862.22
2725,1363,67,2026-05-01,1476.25
2726,1363,38,2026-03-11,1476.24
2727,1364,29,2026-02-02,979.94
2728,1364,60,2026-01-03,979.95
2729,1365,11,2026-04-26,1549.84
2730,1365,26,2026-04-20,1549.84
2731,1366,15,2026-07-23,1484.7
2732,1366,15,2026-05-16,1484.69
2733,1367,65,2026-07-23,879.3
2734,1367,41,2026-06-04,879.29
2735,1368,29,2026-02-25,1439.53
2736,1368,37,2026-05-09,1439.52
2737,1369,6,2026-03-02,657.23
2738,1369,45,2026-03-17,657.23
2739,1370,17,2026-01-09,970.95
2740,1370,61,2026-04-18,970.95
2741,1371,32,2026-04-08,658.23
2742,1371,50,2026-01-03,658.24
2743,1372,53,2026-03-13,524.23
2744,1372,64,2026-06-10,524.23
2745,1373,41,2026-03-26,641.83
2746,1373,16,2026-07-08,641.84
2747,1374,9,2026-07-04,656.14
2748,1374,68,2026-07-04,656.13
2749,1375,26,2026-06-24,1085.42
2750,1375,22,2026-04-09,1085.42
2751,1376,40,2026-07-08,1688.21
2752,1376,60,2026-02-13,1688.22
2753,1377,20,2026-04-22,1715.13
2754,1377,16,2026-03-23,1715.14
2755,1378,27,2026-03-19,501.36
2756,1378,40,2026-07-16,501.37
2757,1379,13,2026-01-14,834.85
2758,1379,21,2026-06-12,834.86
2759,1380,69,2026-05-05,1517.96
2760,1380,66,2026-06-20,1517.97
2761,1381,10,2026-02-18,1907.72
2762,1381,28,2026-07-01,1907.71
2763,1382,16,2026-01-07,501.85
2764,1382,53,2026-04-06,501.85
2765,1383,20,2026-01-24,1346.33
2766,1383,47,2026-07-04,1346.33
2767,1384,13,2026-02-16,1065.53
2768,1384,55,2026-01-13,1065.54
2769,1385,5,2026-06-19,1209.01
2770,1385,19,2026-06-04,1209.01
2771,1386,29,2026-03-23,667.18
2772,1386,7,2026-07-22,667.19
2773,1387,46,2026-07-12,479.74
2774,1387,54,2026-01-05,479.74
2775,1388,49,2026-04-10,623.46
2776,1388,18,2026-02-27,623.47
2777,1389,10,2026-05-18,1138.26
2778,1389,17,2026-07-10,1138.26
2779,1390,41,2026-05-11,751.48
2780,1390,32,2026-07-28,751.49
2781,1391,32,2026-01-04,1491.89
2782,1391,54,2026-06-12,1491.88
2783,1392,22,2026-07-03,1778.36
2784,1392,34,2026-07-02,1778.37
2785,1393,57,2026-04-26,600.08
2786,1393,55,2026-07-12,600.08
2787,1394,10,2026-05-22,1410.55
2788,1394,48,2026-07-21,1410.54
2789,1395,28,2026-05-06,1308.2
2790,1395,11,2026-07-28,1308.2
2791,1396,12,2026-02-04,1154.74
2792,1396,22,2026-04-21,1154.74
2793,1397,67,2026-07-28,789.6
2794,1397,26,2026-01-28,789.59
2795,1398,8,2026-06-08,1884
2796,1398,68,2026-07-23,1884
2797,1399,6,2026-05-22,1209.92
2798,1399,46,2026-03-06,1209.91
2799,1400,42,2026-01-20,732.31
2800,1400,55,2026-01-02,732.3
2801,1401,63,2026-06-08,601.5
2802,1401,63,2026-02-20,601.49
2803,1402,65,2026-07-24,1589.07
2804,1402,5,2026-05-01,1589.07
2805,1403,58,2026-07-01,992.95
2806,1403,35,2026-07-05,992.96
2807,1404,64,2026-05-01,961.44
2808,1404,39,2026-05-16,961.45
2809,1405,21,2026-03-14,1927.06
2810,1405,49,2026-01-03,1927.05
2811,1406,10,2026-05-06,555.19
2812,1406,43,2026-06-14,555.2
2813,1407,19,2026-07-20,1759.97
2814,1407,39,2026-01-09,1759.97
2815,1408,66,2026-03-16,1006.39
2816,1408,8,2026-07-04,1006.39
2817,1409,6,2026-04-10,1092.61
2818,1409,20,2026-03-14,1092.6
2819,1410,25,2026-05-26,736.29
2820,1410,54,2026-01-10,736.3
2821,1411,29,2026-05-19,1503.29
2822,1411,62,2026-03-05,1503.29
2823,1412,57,2026-01-04,1215.6
2824,1412,51,2026-05-01,1215.61
2825,1413,33,2026-02-04,1061.01
2826,1413,62,2026-02-09,1061.01
2827,1414,32,2026-01-09,794.65
2828,1414,68,2026-07-19,794.66
2829,1415,52,2026-02-03,1623.13
2830,1415,28,2026-03-03,1623.14
2831,1416,22,2026-04-08,1952.35
2832,1416,39,2026-01-15,1952.35
2833,1417,4,2026-03-13,1134.46
2834,1417,13,2026-02-05,1134.46
2835,1418,43,2026-03-20,518.33
2836,1418,25,2026-05-13,518.33
2837,1419,25,2026-03-12,1722.78
2838,1419,11,2026-04-05,1722.77
2839,1420,24,2026-05-28,996.62
2840,1420,21,2026-06-10,996.61
2841,1421,2,2026-03-09,572.93
2842,1421,24,2026-02-14,572.94
2843,1422,34,2026-05-15,814.49
2844,1422,45,2026-01-17,814.48
2845,1423,61,2026-05-14,1430.37
2846,1423,36,2026-05-06,1430.36
2847,1424,41,2026-05-04,1322.71
2848,1424,52,2026-03-17,1322.71
2849,1425,65,2026-03-15,601.51
2850,1425,63,2026-03-13,601.5
2851,1426,68,2026-03-02,1203.52
2852,1426,30,2026-04-23,1203.52
2853,1427,33,2026-06-16,1356.22
2854,1427,8,2026-02-23,1356.21
2855,1428,6,2026-07-17,1523.39
2856,1428,48,2026-04-23,1523.38
2857,1429,54,2026-06-09,1062.23
2858,1429,45,2026-04-27,1062.23
2859,1430,20,2026-03-15,1447.26
2860,1430,39,2026-06-26,1447.27
2861,1431,14,2026-07-03,1007.63
2862,1431,50,2026-04-20,1007.62
2863,1432,49,2026-05-26,1875.06
2864,1432,60,2026-06-28,1875.06
2865,1433,5,2026-07-26,1192.58
2866,1433,15,2026-05-04,1192.59
2867,1434,48,2026-07-19,907.12
2868,1434,3,2026-06-12,907.13
2869,1435,49,2026-04-19,1198.45
2870,1435,26,2026-05-23,1198.44
2871,1436,46,2026-07-28,1333.07
2872,1436,20,2026-02-24,1333.06
2873,1437,35,2026-04-05,1375.26
2874,1437,56,2026-04-24,1375.27
2875,1438,30,2026-04-06,770.7
2876,1438,61,2026-05-16,770.71
2877,1439,15,2026-04-11,876.08
2878,1439,3,2026-05-19,876.08
2879,1440,47,2026-04-11,1630.32
2880,1440,45,2026-02-06,1630.32
2881,1441,30,2026-01-23,1449.51
2882,1441,51,2026-05-26,1449.5
2883,1442,3,2026-07-22,1307.31
2884,1442,59,2026-06-27,1307.3
2885,1443,21,2026-03-11,796.78
2886,1443,59,2026-03-08,796.79
2887,1444,64,2026-07-11,1083.67
2888,1444,2,2026-01-21,1083.66
2889,1445,33,2026-03-09,1493.14
2890,1445,34,2026-05-01,1493.13
2891,1446,42,2026-04-24,1987.51
2892,1446,66,2026-01-10,1987.52
2893,1447,64,2026-02-25,1493.75
2894,1447,1,2026-04-18,1493.74
2895,1448,9,2026-06-09,486.19
2896,1448,46,2026-03-09,486.19
2897,1449,11,2026-04-26,870.19
2898,1449,28,2026-05-26,870.19
2899,1450,9,2026-01-18,889.28
2900,1450,46,2026-04-20,889.28
2901,1451,16,2026-05-04,1976.5
2902,1451,25,2026-06-15,1976.5
2903,1452,33,2026-05-24,441.99
2904,1452,6,2026-07-15,441.99
2905,1453,16,2026-07-02,1852.3
2906,1453,55,2026-06-08,1852.29
2907,1454,54,2026-03-13,575.55
2908,1454,66,2026-02-15,575.54
2909,1455,48,2026-01-26,1869.72
2910,1455,6,2026-07-07,1869.71
2911,1456,5,2026-07-21,769.43
2912,1456,45,2026-03-16,769.43
2913,1457,5,2026-03-16,720.86
2914,1457,64,2026-03-27,720.87
2915,1458,13,2026-03-25,974.1
2916,1458,54,2026-03-01,974.09
2917,1459,42,2026-06-05,444.04
2918,1459,18,2026-05-05,444.04
2919,1460,56,2026-01-18,841.85
2920,1460,61,2026-06-21,841.85
2921,1461,37,2026-05-07,915.91
2922,1461,8,2026-06-09,915.91
2923,1462,24,2026-05-05,1293.32
2924,1462,45,2026-03-03,1293.31
2925,1463,58,2026-07-21,809.49
2926,1463,16,2026-01-24,809.48
2927,1464,39,2026-03-17,1214.79
2928,1464,25,2026-05-10,1214.78
2929,1465,51,2026-01-08,1453.02
2930,1465,5,2026-02-05,1453.01
2931,1466,38,2026-07-02,1976.57
2932,1466,61,2026-05-02,1976.56
2933,1467,40,2026-03-16,503.13
2934,1467,24,2026-07-25,503.13
2935,1468,35,2026-06-26,1584.75
2936,1468,61,2026-02-08,1584.75
2937,1469,5,2026-02-05,1573.33
2938,1469,59,2026-04-08,1573.33
2939,1470,43,2026-05-08,1993.27
2940,1470,5,2026-04-17,1993.28
2941,1471,14,2026-02-03,1972.22
2942,1471,35,2026-05-17,1972.23
2943,1472,12,2026-01-27,1093.98
2944,1472,1,2026-04-21,1093.98
2945,1473,63,2026-04-01,828.48
2946,1473,18,2026-05-06,828.48
2947,1474,4,2026-04-28,1286.74
2948,1474,15,2026-03-06,1286.75
2949,1475,31,2026-04-22,1198.16
2950,1475,48,2026-04-26,1198.16
2951,1476,12,2026-02-17,1093.27
2952,1476,43,2026-03-24,1093.28
2953,1477,9,2026-02-05,434.27
2954,1477,59,2026-07-15,434.27
2955,1478,65,2026-05-22,579.08
2956,1478,30,2026-01-22,579.08
2957,1479,41,2026-02-18,412.01
2958,1479,14,2026-05-05,412.02
2959,1480,52,2026-03-20,1131.76
2960,1480,11,2026-07-23,1131.77
2961,1481,45,2026-07-03,970.76
2962,1481,48,2026-06-12,970.76
2963,1482,34,2026-02-15,610.17
2964,1482,30,2026-07-19,610.16
2965,1483,40,2026-05-12,1397.08
2966,1483,49,2026-05-21,1397.08
2967,1484,62,2026-02-19,997.77
2968,1484,22,2026-06-26,997.77
2969,1485,46,2026-03-01,707.85
2970,1485,37,2026-01-11,707.86
2971,1486,2,2026-06-27,411.57
2972,1486,50,2026-05-28,411.57
2973,1487,55,2026-01-09,1570.42
2974,1487,4,2026-02-23,1570.42
2975,1488,14,2026-02-20,958.38
2976,1488,29,2026-02-17,958.39
2977,1489,30,2026-02-02,1671.74
2978,1489,55,2026-06-24,1671.75
2979,1490,62,2026-05-07,1678.12
2980,1490,56,2026-04-27,1678.11
2981,1491,28,2026-02-04,1885.62
2982,1491,53,2026-06-12,1885.61
2983,1492,44,2026-01-23,412.79
2984,1492,51,2026-01-26,412.78
2985,1493,68,2026-01-20,663.87
