Price_ID,Market_ID,Crop_ID,Price_Date,Price_per_KG
8837,125,28,2025-08-03,43.4
8838,139,87,2025-01-26,90.99
8839,90,1,2024-11-21,49.52
8840,128,64,2023-07-26,95.18
8841,43,40,2025-11-11,27.97
8842,6,45,2023-11-12,25.69
8843,27,97,2023-07-10,36.97
8844,114,7,2025-10-12,106.93
8845,88,100,2023-07-25,34.17
8846,73,100,2023-04-30,36.96
8847,7,99,2023-09-14,50.49
8848,144,25,2023-05-20,131.43
8849,38,40,2025-09-18,29.87
8850,72,16,2023-08-20,22.56
8851,11,43,2025-01-21,31.78
8852,124,64,2025-12-31,101.99
8853,7,10,2023-10-14,59.76
8854,138,72,2023-06-29,83.03
8855,24,13,2025-05-02,85.4
8856,120,74,2025-12-19,69.89
8857,41,20,2025-06-18,48.6
8858,43,7,2025-06-03,129.87
8859,100,18,2023-10-13,54.88
8860,133,7,2025-05-01,118.6
8861,112,33,2023-06-08,80.85
8862,65,2,2023-09-04,31.64
8863,120,63,2024-07-17,20.55
8864,140,20,2023-02-10,45.77
8865,144,33,2023-07-21,89.48
8866,137,8,2023-05-28,87.28
8867,7,8,2025-09-06,79.39
8868,105,67,2025-11-23,95.68
8869,41,100,2024-02-16,33.79
8870,144,8,2024-10-21,75.71
8871,43,79,2025-09-24,30.3
8872,48,100,2023-06-01,35.94
8873,9,77,2024-12-03,48.97
8874,137,47,2023-01-13,60.12
8875,32,56,2025-09-01,34.71
8876,131,73,2025-03-21,94.81
8877,148,22,2023-08-14,77.05
8878,53,45,2025-03-20,34.37
8879,77,4,2023-09-23,81.15
8880,47,62,2025-02-13,96.81
8881,107,74,2023-01-28,73.64
8882,70,24,2025-10-17,20
8883,59,57,2025-01-22,67.96
8884,123,94,2024-05-24,33.68
8885,136,23,2023-09-11,63.25
8886,109,76,2023-03-24,60.72
8887,147,3,2025-05-13,71.67
8888,81,85,2025-11-04,47.07
8889,64,8,2024-03-05,96.85
8890,132,1,2025-09-01,46.53
8891,2,38,2024-01-07,19.75
8892,132,25,2023-11-06,104.54
8893,116,77,2024-08-08,39.02
8894,54,41,2025-10-23,47.35
8895,87,33,2023-04-11,102.27
8896,74,55,2023-01-09,103.9
8897,10,20,2025-07-15,39.55
8898,46,73,2024-01-12,87.92
8899,58,41,2025-11-23,46.52
8900,132,42,2023-08-03,66.09
8901,82,96,2024-09-01,61.59
8902,35,71,2023-11-28,50.63
8903,13,43,2023-10-13,26.42
8904,38,58,2025-06-18,26.65
8905,103,99,2025-05-16,64.32
8906,116,59,2025-11-01,77.72
8907,138,69,2025-05-05,70.78
8908,103,79,2023-05-04,44.83
8909,66,55,2024-08-31,82.29
8910,80,29,2024-02-17,98.55
8911,120,8,2023-07-30,75.96
8912,46,71,2023-10-04,48.42
8913,122,23,2024-02-13,73.78
8914,27,77,2025-02-12,46.95
8915,131,56,2023-01-30,43.31
8916,109,26,2025-08-30,87.07
8917,52,26,2024-06-30,79.58
8918,121,76,2024-09-24,41
8919,114,91,2025-11-25,45.9
8920,78,35,2023-03-09,75.94
8921,40,65,2025-04-23,39.9
8922,99,57,2023-05-14,75.27
8923,7,70,2024-05-28,132.95
8924,31,96,2025-08-29,62.5
8925,65,36,2024-03-07,25.22
8926,115,38,2025-02-11,22.16
8927,8,10,2024-01-09,62.5
8928,53,58,2025-07-28,24.29
8929,3,67,2025-02-23,110.73
8930,117,70,2024-12-02,107.43
8931,20,40,2024-03-05,36.4
8932,118,62,2023-03-16,107.68
8933,66,47,2025-02-04,55.07
8934,134,52,2025-12-10,27.44
8935,87,36,2024-03-20,25.83
8936,18,14,2024-10-02,40.77
8937,54,86,2025-06-20,77.75
8938,86,40,2024-06-26,33.76
8939,7,37,2025-05-04,48.8
8940,17,78,2024-12-31,117.38
8941,131,42,2025-02-05,75.91
8942,136,34,2024-03-30,98.79
8943,102,33,2023-02-07,83.18
8944,14,38,2025-06-15,22.5
8945,16,51,2023-10-03,32.65
8946,11,29,2024-08-18,88.78
8947,47,12,2025-04-02,23.66
8948,131,16,2025-12-19,26.54
8949,121,71,2024-01-21,50.01
8950,76,99,2024-11-20,59.3
8951,68,72,2025-07-23,79.04
8952,146,58,2024-09-02,25.26
8953,75,90,2023-09-10,70.19
8954,28,16,2024-04-03,30.38
8955,18,21,2024-10-28,22.38
8956,104,58,2025-08-13,24.74
8957,23,71,2024-11-08,51.25
8958,91,66,2024-08-21,65.56
8959,138,67,2025-09-29,83.31
8960,140,4,2023-04-13,98.39
8961,112,22,2024-03-30,96.79
8962,95,19,2023-08-21,18.94
8963,26,54,2025-11-07,87.7
8964,46,56,2023-07-30,33.71
8965,50,1,2024-07-10,51.77
8966,44,96,2024-02-23,78.48
8967,46,79,2024-12-19,34.83
8968,108,48,2024-02-15,96.01
8969,39,36,2024-09-14,19.72
8970,58,18,2024-01-11,66.12
8971,12,8,2024-10-07,68.2
8972,97,60,2024-10-13,89.73
8973,18,37,2023-10-23,35.49
8974,1,32,2025-12-21,21.27
8975,47,37,2024-10-01,35.38
8976,67,77,2025-10-01,39.79
8977,91,66,2025-05-24,78.65
8978,3,75,2024-03-12,68.01
8979,48,93,2025-11-06,23.3
8980,118,91,2023-11-10,43.6
8981,33,75,2023-03-22,65.42
8982,109,11,2025-02-17,109.49
8983,98,61,2024-04-07,27.52
8984,23,69,2025-11-25,61.05
8985,10,91,2024-09-18,43.12
8986,64,7,2023-07-09,124.37
8987,146,80,2024-05-26,107.52
8988,126,5,2024-04-30,24.29
8989,132,16,2024-04-29,28.37
8990,10,72,2024-10-15,66.77
8991,45,15,2025-11-30,18.82
8992,2,29,2025-06-05,105.17
8993,137,5,2024-10-22,20.22
8994,148,88,2025-08-11,52.12
8995,75,91,2024-02-22,59.32
8996,115,6,2025-10-17,19.35
8997,118,84,2023-12-06,86.49
8998,25,26,2025-10-01,77.27
8999,90,80,2023-06-12,99.76
9000,7,21,2025-02-04,26.13
9001,36,42,2025-06-14,65.61
9002,71,97,2025-01-30,35.76
9003,127,51,2023-07-18,37.68
9004,51,2,2023-01-31,33.24
9005,15,12,2023-07-18,20.45
9006,22,18,2023-01-24,73.89
9007,63,13,2024-02-27,91.09
9008,37,96,2023-08-16,61.41
9009,74,74,2024-08-14,60.23
9010,46,34,2024-01-30,104.67
9011,49,28,2025-04-14,53.75
9012,146,69,2023-07-25,72.17
9013,75,93,2025-12-11,21.39
9014,80,25,2024-01-31,130.78
9015,7,1,2024-05-03,65.33
9016,83,82,2025-09-17,41.89
9017,30,99,2024-03-08,58.71
9018,52,51,2025-03-27,44.86
9019,123,55,2024-07-05,97.54
9020,45,16,2025-08-25,24.42
9021,97,14,2024-11-30,38.99
9022,130,81,2024-02-11,125.04
9023,42,32,2024-07-17,22.11
9024,44,30,2023-10-07,77.05
9025,92,35,2025-11-10,55.89
9026,87,36,2024-07-23,18.69
9027,87,100,2024-12-01,35.01
9028,129,40,2025-09-07,29.04
9029,108,53,2025-08-08,90.16
9030,137,38,2023-10-31,19.37
9031,55,5,2024-02-28,23.34
9032,134,49,2025-07-26,107.21
9033,147,12,2025-08-09,18.76
9034,43,75,2025-08-12,58.49
9035,135,98,2025-01-09,113.51
9036,128,46,2024-05-23,97.13
9037,68,31,2023-06-08,93.52
9038,114,93,2024-05-06,25.96
9039,116,43,2023-04-22,35.66
9040,46,54,2025-09-12,79.62
9041,54,60,2025-10-11,99.29
9042,138,51,2024-06-15,37.88
9043,124,90,2025-11-20,63.7
9044,4,81,2024-05-06,128.4
9045,131,13,2023-02-04,87.21
9046,40,60,2025-10-06,87.04
9047,124,66,2025-08-26,67.55
9048,21,17,2024-11-29,66.21
9049,45,11,2024-05-19,94.42
9050,137,92,2023-02-28,97.34
9051,11,66,2023-12-21,80.41
9052,45,41,2024-01-26,57.65
9053,122,8,2023-07-19,70.23
9054,80,72,2023-04-14,74.23
9055,18,36,2024-12-31,20.61
9056,138,40,2024-09-01,30.77
9057,93,48,2025-02-09,94.04
9058,3,51,2025-10-12,32.45
9059,77,51,2023-12-28,38.04
9060,104,53,2024-01-17,86.21
9061,86,37,2024-06-14,49.17
9062,147,92,2025-08-28,88.21
9063,16,7,2025-01-11,134.08
9064,1,98,2024-12-16,111.97
9065,111,46,2025-05-21,86.22
9066,136,35,2023-10-26,54.42
9067,71,65,2024-07-29,38.88
9068,93,94,2025-03-20,30.18
9069,125,73,2023-11-08,85.48
9070,71,92,2023-03-18,106.54
9071,58,19,2024-03-07,24.62
9072,72,93,2023-10-13,20.88
9073,57,25,2024-02-10,130.43
9074,44,1,2025-01-31,58.37
9075,108,13,2025-06-10,91.94
9076,58,76,2025-01-20,54.73
9077,149,20,2023-06-25,49.72
9078,100,50,2023-09-18,80.92
9079,83,50,2023-08-07,84.39
9080,64,34,2023-04-01,95.07
9081,24,27,2024-01-21,30.94
9082,51,90,2024-04-26,83.03
9083,111,78,2024-01-17,121.5
9084,114,69,2025-02-21,75.42
9085,85,17,2024-07-23,70.11
9086,2,30,2024-08-16,92.6
9087,76,95,2024-10-23,73.72
9088,57,59,2023-07-09,80.87
9089,39,84,2024-09-10,81.59
9090,7,100,2023-03-22,39.28
9091,73,23,2023-10-30,56.38
9092,78,47,2023-04-19,57.16
9093,10,88,2024-01-16,59.69
9094,131,49,2024-06-18,116.82
9095,115,9,2025-09-10,23.87
9096,40,38,2025-03-02,20.03
9097,8,62,2025-03-23,104.54
9098,107,21,2025-10-02,24.95
9099,148,99,2025-04-11,72.13
9100,87,14,2024-01-25,44.88
9101,4,2,2024-04-25,37.41
9102,135,70,2025-04-09,121.05
9103,20,90,2024-06-30,64.38
9104,47,67,2025-08-30,85.16
9105,119,18,2023-12-21,64.24
9106,131,20,2023-05-31,49.94
9107,98,16,2023-02-26,29.19
9108,16,27,2023-05-26,33.67
9109,21,85,2024-12-26,46.68
9110,32,86,2024-03-09,81.91
9111,63,32,2025-06-28,20.15
9112,121,59,2025-05-07,94.2
9113,92,45,2023-03-04,32.22
9114,37,61,2025-07-17,21.19
9115,20,88,2024-09-22,52.36
9116,130,83,2024-07-21,23.74
9117,10,21,2024-07-21,23.35
9118,112,35,2025-05-15,67.15
9119,49,57,2023-04-29,67.9
9120,56,61,2025-01-08,24.82
9121,6,92,2024-11-21,86.27
9122,50,55,2025-11-16,83.5
9123,3,32,2025-03-08,24.45
9124,109,54,2025-12-14,94.97
9125,82,76,2024-01-03,46.88
9126,49,65,2023-06-11,45.49
9127,58,97,2024-10-01,35.5
9128,18,27,2024-07-10,31.75
9129,98,5,2025-12-24,21.63
9130,16,77,2024-01-07,45.69
9131,56,21,2024-05-30,26.01
9132,70,6,2025-07-24,23.53
9133,23,60,2024-03-18,117.37
9134,107,67,2025-11-22,101.19
9135,22,80,2024-03-24,105.5
9136,35,91,2023-04-12,52.9
9137,104,87,2023-05-04,89.28
9138,97,51,2023-08-24,36.54
9139,18,61,2023-03-29,25.6
9140,132,70,2023-03-07,133.52
9141,39,49,2025-12-11,114.63
9142,29,23,2024-07-27,62.69
9143,48,27,2025-03-22,36.13
9144,116,77,2025-09-14,37.39
9145,104,32,2023-09-06,20.44
9146,93,1,2023-12-14,51.59
9147,120,37,2023-04-18,44.6
9148,46,17,2024-05-04,79.09
9149,5,67,2023-08-30,83.8
9150,110,21,2024-10-30,22.86
9151,85,71,2024-10-07,47.72
9152,19,56,2024-07-09,41
9153,65,49,2025-05-08,120.08
9154,54,92,2025-03-02,95.61
9155,53,62,2023-07-29,77.75
9156,24,51,2023-06-07,37.68
9157,41,91,2024-01-15,51.52
9158,18,30,2024-12-30,107.2
9159,7,32,2023-05-02,24.92
9160,58,62,2023-10-14,84.73
9161,39,3,2024-02-14,67.19
9162,77,77,2025-04-11,52.49
9163,9,86,2023-06-24,91.57
9164,87,97,2025-06-08,41.61
9165,44,34,2023-04-03,92.67
9166,126,23,2024-05-14,69.7
9167,74,39,2024-07-19,80.73
9168,11,67,2024-04-01,101.81
9169,137,28,2023-10-02,37.84
9170,76,66,2023-09-12,68.5
9171,53,69,2025-12-13,71.13
9172,27,31,2025-10-10,72.97
9173,114,5,2023-06-28,22.38
9174,146,49,2025-11-03,98.11
9175,3,20,2025-09-26,42.37
9176,47,59,2024-05-09,87.69
9177,108,10,2023-08-05,60.55
9178,113,29,2024-12-15,95.4
9179,29,17,2023-01-06,67.61
9180,121,30,2025-05-28,103.06
9181,71,69,2023-04-13,79.36
9182,30,67,2024-11-07,84.54
9183,51,74,2025-10-18,57.63
9184,35,31,2024-01-16,87.03
9185,128,25,2025-01-09,129.6
9186,23,24,2023-03-15,25.06
9187,126,53,2025-06-20,84.01
9188,25,95,2024-06-14,89.1
9189,36,87,2023-10-12,63.38
9190,37,19,2025-06-14,22.19
9191,145,62,2024-08-15,75.85
9192,1,18,2023-12-11,59.02
9193,57,31,2025-09-21,74.32
9194,21,16,2024-09-11,22.84
9195,2,35,2023-11-06,54.42
9196,58,100,2025-10-14,31.49
9197,57,20,2025-09-08,40.74
9198,109,27,2024-08-22,28.38
9199,61,96,2025-10-18,59.61
9200,66,6,2025-01-30,27.41
9201,40,81,2023-05-28,109.01
9202,1,44,2023-01-10,85.69
9203,110,66,2025-09-08,70.73
9204,131,32,2024-04-28,23.02
9205,80,75,2023-06-23,60.98
9206,125,82,2024-09-26,39.98
9207,96,54,2025-08-12,73.83
9208,81,45,2025-10-28,27.71
9209,46,42,2025-03-03,72.65
9210,130,75,2024-01-03,58.78
9211,123,4,2024-05-23,105.57
9212,133,60,2024-08-14,96.29
9213,81,82,2025-01-22,47.63
9214,88,38,2024-09-15,17.09
9215,5,63,2025-05-03,25.13
9216,2,13,2025-11-04,65.81
9217,52,12,2024-10-21,20.75
9218,104,6,2024-04-02,29
9219,117,36,2024-03-13,22.31
9220,19,24,2024-02-29,26.29
9221,71,86,2024-04-15,90.38
9222,80,47,2023-04-22,57.86
9223,57,97,2025-03-30,41.34
9224,7,22,2023-01-04,79.84
9225,110,28,2024-10-15,39.02
9226,101,53,2024-05-19,89.62
9227,85,67,2025-03-14,116.32
9228,145,93,2025-03-21,29.21
9229,96,42,2025-03-01,75.2
9230,58,21,2025-12-30,25.61
9231,107,25,2024-06-10,122.94
9232,67,41,2025-10-13,46.67
9233,13,36,2023-09-26,19.37
9234,147,4,2023-07-25,98.84
9235,85,92,2025-12-27,94.55
9236,6,28,2024-06-10,45.87
9237,115,95,2023-06-25,85.51
9238,132,63,2023-05-03,25.6
9239,145,75,2024-04-11,72.77
9240,27,78,2025-01-28,127.01
9241,143,45,2023-04-11,35.91
9242,21,3,2023-11-24,61.05
9243,108,47,2024-01-31,53.29
9244,55,73,2023-01-23,89.62
9245,66,76,2025-08-15,52.62
9246,131,73,2024-03-15,101.66
9247,33,76,2023-06-25,55.42
9248,97,66,2023-12-26,78.4
9249,76,25,2025-01-06,113.18
9250,7,76,2023-10-27,48.5
9251,48,39,2024-05-17,100.25
9252,119,16,2024-04-10,32.74
9253,72,78,2025-09-09,103.42
9254,145,59,2024-09-11,73.04
9255,109,62,2024-02-19,90.97
9256,78,94,2024-03-02,32.97
9257,70,71,2025-02-18,52.92
9258,109,28,2025-07-28,40.76
9259,109,34,2023-11-24,87.63
9260,130,16,2025-04-05,28.97
9261,95,27,2025-05-23,32.16
9262,127,76,2025-05-27,61.85
9263,28,26,2025-01-16,90.09
9264,50,70,2024-06-24,113.41
9265,141,83,2025-02-12,26.44
9266,44,62,2024-08-23,85.35
9267,108,52,2025-10-31,25.97
9268,10,27,2024-10-06,27.26
9269,124,25,2024-05-16,123.87
9270,113,30,2023-07-16,97.43
9271,60,92,2024-04-13,95.95
9272,8,87,2025-06-09,83.15
9273,84,18,2023-03-27,74.64
9274,130,96,2023-12-22,58.21
9275,149,39,2023-04-19,101.46
9276,6,94,2024-02-07,30.46
9277,47,8,2024-12-01,80.46
9278,49,99,2025-12-06,53.51
9279,66,44,2025-12-26,75.95
9280,50,84,2024-03-02,96.34
9281,94,58,2024-09-24,24.54
9282,88,3,2024-01-14,75.54
9283,138,69,2024-12-20,63.81
9284,19,28,2024-08-26,37.17
9285,95,66,2025-10-17,74.79
9286,122,90,2025-06-16,71.53
9287,104,33,2024-06-24,84.25
9288,74,50,2025-08-04,98.04
9289,109,80,2023-11-25,99.34
9290,41,90,2023-05-20,79.26
9291,136,74,2024-11-09,62.07
9292,13,38,2024-09-18,16.39
9293,65,90,2023-05-22,76.88
9294,148,67,2024-02-01,111.46
9295,146,84,2025-05-30,97.62
9296,51,74,2023-04-18,74.93
9297,75,76,2024-11-24,45.57
9298,82,5,2024-11-14,18.98
9299,15,77,2023-07-15,43.22
9300,31,28,2024-05-28,43.18
9301,101,43,2023-11-17,30.85
9302,107,12,2025-10-26,18.49
9303,19,85,2024-12-27,56.04
9304,45,70,2024-05-31,129.7
9305,142,88,2025-06-12,58.21
9306,86,74,2024-02-11,85.85
9307,28,46,2024-10-06,86.33
9308,145,21,2023-01-16,28.88
9309,82,39,2024-05-04,85.17
9310,89,11,2024-05-18,93.77
9311,109,66,2023-12-19,84.11
9312,122,41,2023-12-17,50.42
9313,9,96,2023-09-05,58.42
9314,124,79,2023-07-06,34.2
9315,33,52,2023-07-15,28.35
9316,131,91,2024-08-18,43.99
9317,41,68,2023-03-07,85.12
9318,55,10,2025-02-09,61.56
9319,5,96,2025-10-19,65.46
9320,33,28,2024-01-06,38.43
9321,80,24,2025-08-26,20.13
9322,114,23,2023-02-22,70.7
9323,39,37,2023-10-13,36.69
9324,123,85,2023-01-30,51.58
9325,43,60,2025-05-07,109.27
9326,104,6,2025-11-19,20.68
9327,39,36,2025-11-07,20.68
9328,81,28,2025-01-10,46.05
9329,55,67,2024-12-02,86.95
9330,66,22,2024-04-07,99.08
9331,42,73,2023-08-11,83.17
9332,136,38,2025-09-18,18.69
9333,13,92,2024-07-20,80.04
9334,124,45,2023-08-28,26.19
9335,75,69,2025-07-02,65.32
9336,127,46,2024-05-13,93.89
9337,18,2,2024-07-02,31.5
9338,80,12,2025-01-11,21.2
9339,36,98,2024-01-26,111.99
9340,108,61,2024-01-23,26.93
9341,131,52,2023-02-13,30.03
9342,48,49,2025-01-18,123.59
9343,88,48,2025-01-23,95.1
9344,138,13,2024-01-09,81.92
9345,124,43,2024-06-29,31.59
9346,131,63,2024-08-09,20.07
9347,116,39,2023-09-28,77.93
9348,49,96,2025-03-10,76.26
9349,88,48,2025-02-12,103.27
9350,79,86,2025-11-30,84.69
9351,35,45,2025-03-05,35.92
9352,99,37,2025-04-12,52.8
9353,13,30,2024-04-17,94.57
9354,106,34,2024-01-08,82.52
9355,67,93,2025-05-10,27.28
9356,55,89,2023-04-20,130.63
9357,26,11,2023-12-18,93.09
9358,143,97,2025-09-24,28.1
9359,85,43,2023-09-14,30.55
9360,75,9,2024-05-17,30.21
9361,27,86,2023-09-19,80.96
9362,57,34,2023-07-05,97.42
9363,37,64,2024-10-27,77.4
9364,54,76,2024-05-23,52.3
9365,90,29,2025-02-23,103.28
9366,83,94,2023-07-30,27.58
9367,99,38,2023-03-31,21.06
9368,55,74,2024-09-29,63.58
9369,78,12,2023-07-09,23.01
9370,8,98,2023-09-01,105.75
9371,17,23,2025-01-25,73.7
9372,91,3,2024-10-23,59.76
9373,50,52,2024-04-05,29.52
9374,61,74,2023-05-18,73.34
9375,134,91,2025-05-04,58.06
9376,40,59,2024-10-22,70.18
9377,48,89,2023-10-16,91.48
9378,106,29,2024-10-05,78.42
9379,22,50,2024-12-04,101.1
9380,8,48,2023-04-28,93
9381,95,66,2025-05-16,90.75
9382,41,96,2024-02-03,67.56
9383,131,31,2024-04-10,89.24
9384,107,68,2024-05-03,96.09
9385,10,86,2025-10-25,68.52
9386,114,53,2024-04-29,100.28
9387,121,30,2025-11-16,81.93
9388,133,31,2024-08-03,81.44
9389,112,9,2023-10-21,23.73
9390,38,88,2024-06-03,60.89
9391,91,28,2023-05-15,45.56
9392,147,49,2024-09-10,111.53
9393,7,23,2025-08-14,66.25
9394,42,26,2023-05-09,92.56
9395,63,33,2023-06-21,91.76
9396,65,46,2025-02-27,92.47
9397,97,6,2023-05-03,29.49
9398,67,67,2024-06-14,99.39
9399,52,16,2023-06-25,26.4
9400,41,96,2023-06-14,67.92
9401,148,31,2025-09-02,82.3
9402,144,54,2023-12-26,90.71
9403,117,66,2025-05-19,86.24
9404,33,26,2025-07-07,85.07
9405,92,97,2023-01-05,32.63
9406,100,43,2023-08-18,26.31
9407,62,57,2025-08-24,55.83
9408,59,24,2024-01-31,23.82
9409,125,97,2023-08-21,34.62
9410,122,36,2024-07-03,18.61
9411,149,65,2023-04-05,47.46
9412,49,76,2024-03-23,67.52
9413,4,39,2025-12-31,88.21
9414,125,63,2023-01-19,21.81
9415,11,9,2023-07-30,23.93
9416,11,55,2025-08-14,91.83
9417,66,72,2023-02-14,78.16
9418,64,25,2025-09-27,108.47
9419,24,27,2023-02-10,30.86
9420,72,62,2025-01-29,86.99
9421,56,50,2023-03-12,121.1
9422,138,53,2025-06-03,98.94
9423,9,40,2023-11-06,29.6
9424,147,45,2025-09-11,28.07
9425,56,28,2024-07-24,45.49
9426,113,77,2024-04-21,49.69
9427,41,66,2025-03-03,83.18
9428,103,54,2025-05-31,90.58
9429,118,75,2025-03-09,76.68
9430,106,81,2023-12-20,122.12
9431,70,85,2023-02-24,59.59
9432,9,40,2025-02-01,36.2
9433,50,73,2025-04-06,95.37
9434,149,84,2023-05-13,108.78
9435,24,93,2025-01-08,25.84
9436,23,13,2025-02-13,88.71
9437,87,11,2025-01-11,87.95
9438,60,3,2025-01-16,69.22
9439,112,82,2025-08-18,39.35
9440,102,93,2024-08-25,22.51
9441,7,99,2025-02-21,64.5
9442,127,73,2024-07-22,88.09
9443,98,33,2023-02-19,92.11
9444,54,54,2025-06-19,92.44
9445,38,71,2024-01-14,56.65
9446,66,85,2025-08-16,53.28
9447,104,81,2024-03-20,136.44
9448,73,19,2023-05-06,25.59
9449,80,67,2023-07-31,88.13
9450,137,65,2024-09-27,35.63
9451,32,89,2025-11-07,98.96
9452,7,85,2025-10-15,46.08
9453,80,34,2024-10-24,79.49
9454,131,50,2023-11-13,92.44
9455,106,50,2024-01-05,113.23
9456,112,44,2023-09-05,72.94
9457,61,50,2023-04-21,119.51
9458,69,63,2025-10-26,20.15
9459,8,23,2023-10-28,65.49
9460,145,16,2024-10-15,24.37
9461,84,59,2023-11-12,73.1
9462,104,1,2025-11-09,52.2
9463,1,8,2023-10-13,63.57
9464,76,43,2024-07-20,29.09
9465,76,52,2024-03-03,30.01
9466,139,75,2025-03-04,68.15
9467,38,20,2025-04-04,51.17
9468,131,55,2025-08-03,94.69
9469,77,66,2025-07-18,77.87
9470,134,83,2024-02-24,28.59
9471,50,4,2023-01-18,105.32
9472,36,100,2025-12-28,36.94
9473,108,81,2023-06-09,111.13
9474,96,17,2023-09-11,60.26
9475,136,32,2024-04-18,26.58
9476,27,14,2024-02-26,50.97
9477,140,45,2023-06-01,30.48
9478,4,28,2025-08-09,40.56
9479,136,96,2023-10-25,62.83
9480,124,21,2023-04-13,30.86
9481,77,19,2023-05-06,23.39
9482,115,83,2023-12-13,24.78
9483,47,4,2024-01-25,104.76
9484,47,19,2023-12-11,24.51
9485,8,55,2023-07-07,107.04
9486,139,31,2025-02-16,104.84
9487,128,27,2024-03-25,37.25
9488,133,67,2023-10-10,90.31
9489,24,82,2023-09-20,36.4
9490,101,57,2023-11-18,50.18
9491,26,6,2025-01-08,25.21
9492,21,25,2025-02-28,116.82
9493,65,24,2024-05-02,23.91
9494,48,16,2023-02-17,30.77
9495,65,14,2024-07-03,45.94
9496,13,4,2024-09-19,79.41
9497,7,30,2025-10-09,79.01
9498,9,60,2023-10-05,89.15
9499,29,32,2024-06-13,24.07
9500,16,39,2023-01-11,83.78
9501,15,23,2023-08-31,64.68
9502,69,57,2023-07-26,64.07
9503,53,11,2023-09-15,73.13
9504,76,63,2023-06-05,22.26
9505,44,66,2023-10-23,68.41
9506,131,16,2025-12-25,26.71
9507,149,51,2023-04-10,47.71
9508,59,8,2023-01-27,92.25
9509,39,90,2024-03-31,88.05
9510,114,45,2023-06-16,27.85
9511,50,60,2025-12-21,103.73
9512,52,14,2023-03-13,48.25
9513,99,48,2024-04-01,93.57
9514,121,39,2023-03-03,93.27
9515,45,39,2025-06-30,82.38
9516,34,60,2023-04-24,107.22
9517,120,54,2025-12-21,89.34
9518,134,52,2024-08-29,25.22
9519,117,23,2024-08-10,68.87
9520,70,13,2023-09-07,67.93
9521,86,30,2024-04-08,103.53
9522,67,43,2024-11-01,33.18
9523,101,86,2025-04-16,79.96
9524,140,73,2024-08-26,77.27
9525,100,41,2024-06-19,47.19
9526,15,87,2025-12-07,77.48
9527,58,16,2024-04-29,30.04
9528,77,99,2023-06-29,62.13
9529,43,86,2025-11-29,69.49
9530,82,9,2025-10-02,24.95
9531,90,26,2025-06-07,93.54
9532,60,19,2023-11-25,19.26
9533,6,19,2023-11-15,21.8
9534,76,34,2024-04-25,99.7
9535,137,57,2024-09-29,50.65
9536,129,79,2025-02-15,40.8
9537,47,80,2024-06-06,105.24
9538,45,69,2025-11-02,55.77
9539,9,77,2024-03-24,51.6
9540,147,28,2024-04-30,49.18
9541,101,37,2023-12-08,39.24
9542,148,12,2025-04-13,26.02
9543,136,100,2025-12-25,35.04
9544,41,72,2023-11-03,67.58
9545,95,74,2025-06-16,72.15
9546,7,49,2023-03-19,142.56
9547,114,39,2024-04-07,89.51
9548,66,83,2025-03-16,25.87
9549,141,59,2024-08-31,74.88
9550,118,99,2025-04-20,71.31
9551,18,60,2025-08-04,105.33
9552,81,53,2025-10-06,73.68
9553,84,27,2025-04-29,34.48
9554,122,57,2024-12-16,55.24
9555,37,9,2024-06-23,28.41
9556,11,36,2025-06-25,21.73
9557,149,68,2023-08-15,82.47
9558,5,18,2024-02-01,73.32
9559,127,54,2023-12-08,86
9560,120,78,2024-10-09,90.96
9561,132,7,2025-02-27,132.23
9562,54,17,2024-10-19,64.98
9563,108,58,2023-08-16,26.3
9564,145,53,2025-04-27,92.23
9565,10,39,2024-06-20,83.33
9566,36,9,2023-01-21,26.69
9567,92,65,2023-11-14,34.51
9568,114,99,2025-04-12,64.8
9569,95,85,2023-01-23,52.73
9570,73,6,2023-12-25,24.19
9571,57,94,2024-06-29,33.02
9572,145,84,2023-03-03,102.85
9573,50,45,2024-06-10,31.87
9574,90,59,2025-10-21,65.84
9575,123,31,2024-11-10,84.98
9576,106,35,2025-06-23,72.17
9577,89,2,2024-06-15,37.4
9578,80,23,2024-08-22,54.75
9579,51,38,2025-02-24,22.46
9580,9,86,2024-10-09,81.1
9581,109,59,2024-12-23,79.88
9582,145,76,2025-09-21,48.18
9583,41,66,2023-11-19,64.41
9584,93,4,2025-03-02,108.21
9585,39,80,2023-11-24,98.66
9586,101,73,2023-11-02,78.31
9587,63,38,2024-10-29,18.55
9588,15,63,2025-08-04,18.82
9589,66,94,2024-11-26,26.68
9590,150,18,2025-01-20,70.73
9591,19,94,2023-07-24,31.08
9592,4,100,2025-12-30,35.39
9593,139,63,2023-10-29,22.04
9594,112,12,2024-01-02,21.17
9595,126,83,2025-04-23,27.25
9596,51,8,2023-03-20,86.45
9597,134,8,2025-09-27,78.64
9598,113,97,2023-04-28,39.74
9599,56,15,2025-12-19,17.5
9600,140,46,2025-04-16,86.25
9601,15,54,2024-11-04,78.87
9602,41,45,2024-03-30,32.78
9603,122,93,2024-06-13,24.39
9604,49,28,2023-06-17,42.09
9605,15,18,2025-07-09,73.31
9606,43,54,2023-02-07,96.52
9607,126,94,2023-12-12,27.84
9608,19,95,2025-02-23,83.83
9609,130,59,2023-04-24,94.23
9610,2,7,2024-10-12,92.6
9611,23,29,2025-03-10,99.3
9612,77,58,2025-05-28,31.39
